farmer_id,food,A,B,C,transport,date_harvest,date_delivery,item_details_tbl.price_q1/*uts{kg/pc/bndl/pkt},item_details_tbl.qty_slab_no,*uts,cost,
1941,66,5800,6800,200,0,2018/08/17 18:00,2018/08/24 00:00,160,2,0.25,1045000,
1941,31,6300,6300,2700,1,2018/07/22 21:00,2018/07/28 05:00,180,0,1,1243000,
1941,108,2400,3800,6500,0,2018/07/31 19:00,2018/08/07 06:00,40,0,1,184000,
1942,66,5500,500,4200,0,2018/07/25 02:00,2018/07/30 08:00,160,2,0.25,704000,
1942,38,9800,7400,4900,1,2018/07/06 09:00,2018/07/11 03:00,60,0,1,603000,
1942,86,4200,9200,9400,1,2018/07/16 12:00,2018/07/22 13:00,30,0,1,259000,
1942,99,5000,600,8000,0,2018/08/04 12:00,2018/08/11 02:00,40,2,0.25,199000,
1943,146,7500,2600,9400,0,2018/08/11 19:00,2018/08/18 19:00,60,0,1,453000,
1943,128,1350,2200,1125,1,2018/07/07 10:00,2018/07/12 15:00,20,0,1,40000,
1943,27,8700,2900,5700,1,2018/08/15 10:00,2018/08/20 08:00,80,0,1,627000,
1943,171,6200,3500,6000,1,2018/08/09 20:00,2018/08/14 23:00,240,2,0.25,1555000,
1944,155,2800,7100,4300,0,2018/08/05 02:00,2018/08/11 11:00,25,0,1,143000,
1944,157,9300,6500,3600,1,2018/08/05 08:00,2018/08/12 04:00,30,0,1,269000,
1944,33,4900,9800,2200,1,2018/07/26 23:00,2018/07/31 17:00,100,0,1,781000,
1944,140,1700,2425,225,0,2018/08/13 20:00,2018/08/19 13:00,40,5,1,84000,
1945,81,10000,3100,3700,0,2018/07/15 02:00,2018/07/21 00:00,40,0,1,327000,
1945,111,50,1475,1825,0,2018/07/30 15:00,2018/08/04 01:00,120,2,0.25,130000,
1945,118,300,4300,5400,1,2018/08/15 18:00,2018/08/22 07:00,40,0,1,134000,
1945,11,925,2425,600,0,2018/07/27 20:00,2018/08/01 13:00,320,2,0.25,563000,
1945,22,5400,500,3100,1,2018/07/31 20:00,2018/08/05 14:00,1000,2,0.25,4208000,
1946,168,300,4300,8200,1,2018/08/02 00:00,2018/08/07 10:00,25,0,1,99000,
1946,74,1200,1300,1700,1,2018/07/21 01:00,2018/07/25 19:00,40,0,1,65000,
1946,110,800,900,1425,1,2018/07/07 02:00,2018/07/12 02:00,50,0,1,60000,
1947,56,5300,2600,1700,0,2018/07/11 16:00,2018/07/17 18:00,400,2,0.25,1895000,
1947,106,8200,5600,4800,1,2018/07/30 19:00,2018/08/06 01:00,20,0,1,164000,
1947,177,3700,2600,4000,0,2018/07/29 08:00,2018/08/05 03:00,80,2,0.25,345000,
1947,11,500,775,1125,1,2018/08/14 05:00,2018/08/20 02:00,320,2,0.25,286000,
1948,8,7600,8000,7100,1,2018/08/09 23:00,2018/08/14 15:00,90,0,1,859000,
1948,48,3200,7000,6100,0,2018/07/11 19:00,2018/07/18 09:00,100,0,1,641000,
1948,174,7800,5200,3000,0,2018/08/11 22:00,2018/08/16 04:00,240,2,0.25,1815000,
1949,126,700,1600,300,0,2018/07/05 16:00,2018/07/10 10:00,30,0,1,35000,
1949,152,300,1100,150,0,2018/07/06 03:00,2018/07/11 13:00,120,0,1,84000,
1949,143,4400,7100,4500,0,2018/07/04 08:00,2018/07/08 09:00,60,0,1,412000,
1949,43,7600,9900,1000,0,2018/07/25 01:00,2018/07/31 04:00,80,0,1,727000,
1950,173,875,2275,2300,1,2018/08/03 14:00,2018/08/09 00:00,30,0,1,61000,
1950,54,2000,1900,2500,0,2018/08/08 06:00,2018/08/14 23:00,100,0,1,260000,
1950,31,2400,1000,9700,0,2018/08/05 23:00,2018/08/11 19:00,180,0,1,751000,
1951,91,740,100,700,0,2018/08/02 22:00,2018/08/08 17:00,10,5,1,6000,
1951,1,7000,5200,6700,1,2018/07/11 03:00,2018/07/17 16:00,120,0,1,958000,
1951,63,400,8800,5600,0,2018/07/29 09:00,2018/08/04 17:00,30,5,1,160000,
1951,86,1900,2300,2700,0,2018/07/11 14:00,2018/07/16 16:00,30,0,1,83000,
1952,122,500,3800,7400,1,2018/07/27 02:00,2018/07/31 09:00,40,0,1,150000,
1952,22,6400,3600,4000,1,2018/07/06 22:00,2018/07/11 13:00,1000,2,0.25,6406000,
1952,157,1000,3600,8400,1,2018/08/08 11:00,2018/08/13 20:00,30,0,1,124000,
1953,34,1600,2800,7800,1,2018/07/26 18:00,2018/07/31 06:00,80,0,1,325000,
1953,21,975,1225,1425,0,2018/07/17 22:00,2018/07/24 08:00,50,6,1,72000,
1953,139,2700,6600,400,1,2018/07/10 05:00,2018/07/15 10:00,4,0,1,17000,
1953,4,4600,4100,7600,1,2018/08/11 21:00,2018/08/16 02:00,190,0,1,1216000,
1954,118,8500,2000,2000,1,2018/07/15 06:00,2018/07/22 00:00,40,0,1,253000,
1954,35,7900,6600,3700,1,2018/07/22 06:00,2018/07/27 07:00,60,0,1,493000,
1954,108,2900,3800,7900,0,2018/07/04 19:00,2018/07/09 00:00,40,0,1,205000,
1954,78,5800,3100,6600,0,2018/08/14 14:00,2018/08/19 01:00,100,0,1,624000,
1954,159,5100,5300,3300,0,2018/07/19 10:00,2018/07/26 06:00,25,0,1,148000,
1955,79,7100,7700,7800,0,2018/07/05 01:00,2018/07/11 15:00,20,0,1,184000,
1955,134,5100,1600,2500,1,2018/07/14 14:00,2018/07/19 21:00,60,0,1,251000,
1955,15,700,7500,3600,0,2018/07/08 16:00,2018/07/13 20:00,40,3,1,181000,
1955,74,9500,1200,4800,1,2018/07/26 04:00,2018/07/31 04:00,40,0,1,290000,
1956,86,6000,1000,9000,1,2018/07/09 16:00,2018/07/16 10:00,30,0,1,179000,
1956,114,9000,4200,9100,0,2018/08/15 03:00,2018/08/21 06:00,50,5,1,466000,
1956,93,660,960,90,0,2018/08/03 05:00,2018/08/08 23:00,48,2,0.25,40000,
1956,107,3400,7600,5500,0,2018/07/07 17:00,2018/07/13 18:00,40,5,1,259000,
1956,154,2400,2600,7700,1,2018/07/22 09:00,2018/07/28 04:00,30,0,1,131000,
1956,35,6500,1100,500,1,2018/08/14 07:00,2018/08/21 02:00,60,0,1,268000,
1956,162,8300,3200,1100,1,2018/08/15 03:00,2018/08/19 06:00,30,0,1,199000,
1957,117,4400,9100,5300,1,2018/08/05 03:00,2018/08/11 14:00,40,0,1,318000,
1957,132,6200,3100,1000,0,2018/07/07 06:00,2018/07/11 14:00,40,0,1,209000,
1957,146,6200,7400,9300,0,2018/07/27 23:00,2018/08/02 05:00,60,0,1,529000,
1957,120,8300,6600,3700,0,2018/08/10 13:00,2018/08/15 15:00,35,0,1,299000,
1957,39,8100,5800,6000,1,2018/08/16 22:00,2018/08/22 02:00,40,0,1,353000,
1958,83,7100,5300,10000,0,2018/07/20 22:00,2018/07/26 17:00,100,0,1,875000,
1958,102,1700,400,200,0,2018/08/11 05:00,2018/08/17 20:00,40,0,1,49000,
1958,15,500,2600,3500,1,2018/07/17 21:00,2018/07/22 09:00,40,3,1,88000,
1958,13,5400,7800,6800,0,2018/07/11 10:00,2018/07/16 17:00,60,3,1,487000,
1958,33,7700,1400,6800,0,2018/07/21 01:00,2018/07/26 18:00,100,0,1,686000,
1959,77,300,2100,2600,0,2018/08/10 11:00,2018/08/16 23:00,40,0,1,68000,
1959,157,1700,5400,7300,0,2018/07/21 01:00,2018/07/26 17:00,30,0,1,155000,
1959,80,9400,3000,9400,1,2018/08/15 12:00,2018/08/21 23:00,40,0,1,369000,
1960,128,1825,1000,375,1,2018/07/20 07:00,2018/07/25 14:00,20,0,1,31000,
1960,61,5700,2900,6400,0,2018/08/04 11:00,2018/08/11 05:00,160,2,0.25,963000,
1960,95,760,500,370,1,2018/07/19 04:00,2018/07/23 05:00,100,1,0.1,75000,
1960,72,5300,7600,8600,1,2018/07/28 14:00,2018/08/03 07:00,45,0,1,377000,
1961,167,5600,6900,4800,1,2018/08/15 05:00,2018/08/20 21:00,40,0,1,302000,
1961,110,350,1975,300,1,2018/07/28 01:00,2018/08/03 03:00,50,0,1,56000,
1961,22,5400,4700,2000,1,2018/08/06 13:00,2018/08/11 13:00,1000,2,0.25,5703000,
1961,52,5200,3900,1300,1,2018/08/02 01:00,2018/08/06 07:00,180,0,1,918000,
1961,31,1400,7500,800,0,2018/07/25 15:00,2018/07/30 16:00,180,0,1,774000,
1961,122,2200,6400,1300,0,2018/08/03 09:00,2018/08/09 18:00,40,0,1,178000,
1961,89,3600,7200,2500,1,2018/08/09 19:00,2018/08/14 21:00,20,0,1,114000,
1961,55,75,775,450,1,2018/07/31 03:00,2018/08/04 04:00,60,4,1,29000,
1962,119,1300,9000,1300,0,2018/07/06 17:00,2018/07/10 23:00,60,0,1,297000,
1962,45,7400,1300,4700,1,2018/07/16 02:00,2018/07/21 07:00,60,0,1,363000,
1962,18,3800,3800,4800,0,2018/08/06 16:00,2018/08/12 02:00,35,0,1,175000,
1963,150,1300,1000,2600,1,2018/07/07 21:00,2018/07/13 06:00,40,0,1,73000,
1963,6,7200,9300,4900,1,2018/07/12 01:00,2018/07/17 20:00,140,0,1,1292000,
1963,132,2300,2600,6300,1,2018/07/14 11:00,2018/07/20 22:00,40,0,1,161000,
1964,69,7400,9200,8600,1,2018/07/19 13:00,2018/07/25 19:00,50,0,1,526000,
1964,112,275,125,1400,0,2018/08/13 11:00,2018/08/19 16:00,240,2,0.25,130000,
1964,6,6900,2500,600,1,2018/08/06 01:00,2018/08/10 20:00,140,0,1,723000,
1964,172,4700,6800,1100,0,2018/08/03 19:00,2018/08/08 11:00,50,0,1,294000,
1964,4,8600,3600,1300,1,2018/08/14 03:00,2018/08/19 08:00,190,0,1,1322000,
1964,118,6200,3200,2900,0,2018/07/20 14:00,2018/07/25 23:00,40,0,1,233000,
1965,56,7100,3000,9600,0,2018/07/15 02:00,2018/07/19 19:00,400,2,0.25,3057000,
1965,11,2125,100,1825,1,2018/07/15 00:00,2018/07/21 14:00,320,2,0.25,554000,
1965,73,4300,6000,7900,0,2018/07/15 17:00,2018/07/19 20:00,40,0,1,283000,
1966,30,5400,6400,2200,0,2018/08/16 10:00,2018/08/20 18:00,120,0,1,762000,
1966,66,9900,5700,7000,1,2018/07/24 20:00,2018/07/30 19:00,160,2,0.25,1619000,
1966,120,1700,2300,7600,0,2018/07/05 02:00,2018/07/10 17:00,35,0,1,134000,
1967,29,8700,1000,1700,0,2018/07/15 09:00,2018/07/20 02:00,100,0,1,607000,
1967,130,900,7100,5600,0,2018/07/10 19:00,2018/07/16 15:00,40,0,1,196000,
1967,43,6800,4000,100,0,2018/07/14 22:00,2018/07/19 22:00,80,0,1,454000,
1967,131,3900,1300,7600,1,2018/08/16 20:00,2018/08/21 23:00,50,0,1,230000,
1968,172,1300,3200,7700,1,2018/08/08 12:00,2018/08/15 02:00,50,0,1,195000,
1968,100,2050,2000,775,1,2018/07/19 09:00,2018/07/23 15:00,40,4,1,90000,
1968,180,3200,2200,9900,1,2018/07/30 14:00,2018/08/04 19:00,40,0,1,210000,
1968,64,3500,3700,9700,0,2018/08/01 01:00,2018/08/05 13:00,60,4,1,355000,
1968,64,5400,5600,3300,1,2018/07/12 19:00,2018/07/19 17:00,60,4,1,375000,
1968,96,890,950,810,0,2018/07/26 21:00,2018/07/31 02:00,200,1,0.1,230000,
1969,137,400,7600,2400,1,2018/08/03 14:00,2018/08/09 17:00,60,0,1,243000,
1969,70,1800,3700,5100,1,2018/07/29 23:00,2018/08/03 17:00,70,0,1,271000,
1969,145,9500,4800,600,1,2018/07/24 15:00,2018/07/30 21:00,40,0,1,308000,
1970,49,7000,6000,8400,0,2018/08/16 14:00,2018/08/21 19:00,60,0,1,510000,
1970,177,9000,3500,3900,1,2018/07/27 20:00,2018/08/01 06:00,80,2,0.25,605000,
1970,146,9200,1900,1200,0,2018/08/07 18:00,2018/08/14 08:00,60,0,1,380000,
1970,77,9800,900,400,0,2018/08/06 11:00,2018/08/12 04:00,40,0,1,254000,
1971,5,900,1400,7900,1,2018/07/11 07:00,2018/07/16 23:00,140,0,1,426000,
1971,160,400,9800,3700,0,2018/08/16 04:00,2018/08/22 17:00,25,0,1,134000,
1971,49,3400,4600,8600,0,2018/07/29 08:00,2018/08/03 02:00,60,0,1,368000,
1971,78,8300,5800,4000,0,2018/08/09 22:00,2018/08/16 02:00,100,0,1,843000,
1972,116,4600,5600,7600,0,2018/08/13 09:00,2018/08/19 19:00,40,0,1,281000,
1972,123,9800,7300,700,0,2018/07/10 04:00,2018/07/14 12:00,40,0,1,359000,
1972,82,9400,6800,3100,0,2018/08/08 22:00,2018/08/15 16:00,100,0,1,918000,
1972,70,9600,5600,1100,0,2018/07/05 04:00,2018/07/09 19:00,70,0,1,584000,
1972,106,2300,3800,3100,0,2018/07/28 08:00,2018/08/03 19:00,20,0,1,72000,
1973,7,6400,1300,6200,0,2018/07/19 20:00,2018/07/26 09:00,100,0,1,570000,
1973,84,2000,7400,2000,0,2018/08/06 13:00,2018/08/11 16:00,30,0,1,143000,
1973,84,6800,1600,2200,0,2018/07/15 05:00,2018/07/19 20:00,30,0,1,156000,
1973,99,8300,10000,9700,0,2018/08/04 02:00,2018/08/08 14:00,40,2,0.25,455000,
1974,6,8400,2600,3900,1,2018/07/11 18:00,2018/07/17 05:00,140,0,1,970000,
1974,5,8800,6700,2200,1,2018/07/25 03:00,2018/07/31 03:00,140,0,1,1207000,
1974,66,7700,4600,9900,1,2018/07/06 17:00,2018/07/12 09:00,160,2,0.25,1442000,
1974,103,700,9600,3000,0,2018/07/08 21:00,2018/07/15 11:00,30,0,1,161000,
1975,81,4400,2300,7900,0,2018/08/06 15:00,2018/08/11 09:00,40,0,1,219000,
1975,27,3800,2800,4800,1,2018/08/04 17:00,2018/08/09 09:00,80,0,1,368000,
1975,133,9000,9900,1500,0,2018/08/17 16:00,2018/08/24 10:00,60,0,1,612000,
1975,69,6800,4700,9800,1,2018/08/13 07:00,2018/08/19 08:00,50,0,1,418000,
1976,93,460,230,10,1,2018/07/27 17:00,2018/08/03 08:00,48,2,0.25,18000,
1976,145,400,6600,1500,1,2018/08/09 02:00,2018/08/15 01:00,40,0,1,139000,
1976,133,5900,1600,5100,0,2018/08/02 08:00,2018/08/08 13:00,60,0,1,319000,
1976,152,2500,1350,700,0,2018/08/16 06:00,2018/08/22 06:00,120,0,1,271000,
1976,61,7600,7500,4200,0,2018/08/07 12:00,2018/08/12 03:00,160,2,0.25,1404000,
1977,82,9600,700,4000,1,2018/07/13 16:00,2018/07/20 12:00,100,0,1,688000,
1977,107,4300,9400,6000,1,2018/07/07 17:00,2018/07/13 03:00,40,5,1,319000,
1977,91,830,230,460,1,2018/07/16 19:00,2018/07/21 12:00,10,5,1,6000,
1978,66,2200,1600,3600,1,2018/07/04 20:00,2018/07/09 18:00,160,2,0.25,451000,
1978,126,8200,4600,7000,0,2018/07/16 00:00,2018/07/22 14:00,30,0,1,256000,
1978,155,3400,4300,3500,0,2018/07/09 03:00,2018/07/13 12:00,25,0,1,119000,
1979,33,3900,9300,5100,1,2018/07/27 15:00,2018/08/02 23:00,100,0,1,745000,
1979,123,7700,3600,9000,1,2018/08/10 02:00,2018/08/15 12:00,40,0,1,327000,
1979,42,1400,8900,4200,0,2018/07/27 07:00,2018/08/02 00:00,70,0,1,401000,
1980,166,3300,1500,2500,0,2018/08/16 13:00,2018/08/21 10:00,50,0,1,158000,
1980,162,2700,8900,500,0,2018/07/26 20:00,2018/08/02 11:00,30,0,1,171000,
1980,147,950,225,1900,0,2018/07/24 19:00,2018/07/28 20:00,20,0,1,22000,
1980,50,9100,3800,6500,0,2018/08/07 02:00,2018/08/11 22:00,40,0,1,338000,
1981,165,9900,6400,9400,0,2018/08/02 02:00,2018/08/06 06:00,50,0,1,548000,
1981,100,725,1550,300,1,2018/07/12 19:00,2018/07/18 14:00,40,4,1,47000,
1981,108,9600,9900,4100,1,2018/08/14 13:00,2018/08/20 06:00,40,0,1,433000,
1982,29,8600,7600,3000,1,2018/07/29 09:00,2018/08/05 08:00,100,0,1,899000,
1982,147,700,2075,1800,0,2018/08/06 22:00,2018/08/11 11:00,20,0,1,34000,
1982,134,6100,7100,9800,1,2018/08/02 16:00,2018/08/07 17:00,60,0,1,527000,
1982,54,5300,5200,4400,0,2018/07/18 23:00,2018/07/23 18:00,100,0,1,633000,
1982,96,850,540,920,0,2018/07/17 17:00,2018/07/22 16:00,200,1,0.1,188000,
1983,67,5000,4100,6400,0,2018/08/07 18:00,2018/08/14 17:00,35,0,1,217000,
1983,134,5900,500,6800,1,2018/07/29 09:00,2018/08/02 18:00,60,0,1,316000,
1983,113,7000,5100,7400,1,2018/07/07 19:00,2018/07/14 09:00,80,2,0.25,638000,
1984,68,4900,9600,7600,0,2018/07/30 05:00,2018/08/04 13:00,50,0,1,435000,
1984,92,2100,2225,1100,1,2018/07/19 16:00,2018/07/26 04:00,200,1,0.1,482000,
1984,64,5800,5300,6300,0,2018/07/24 20:00,2018/07/29 17:00,60,4,1,424000,
1985,40,5400,7100,900,0,2018/07/21 21:00,2018/07/27 09:00,70,0,1,443000,
1985,170,1150,1350,800,1,2018/07/31 15:00,2018/08/06 17:00,20,0,1,28000,
1985,46,8400,8400,2400,0,2018/07/14 10:00,2018/07/19 01:00,40,0,1,373000,
1985,180,6300,9100,7700,0,2018/08/15 01:00,2018/08/21 04:00,40,0,1,386000,
1986,19,5500,7300,2100,0,2018/08/01 21:00,2018/08/07 06:00,35,4,1,245000,
1986,115,6800,3100,7700,1,2018/07/09 05:00,2018/07/13 18:00,40,0,1,281000,
1986,105,6500,9900,4300,1,2018/07/11 02:00,2018/07/15 03:00,40,5,1,370000,
1987,47,7900,9000,2800,1,2018/07/13 00:00,2018/07/18 09:00,70,0,1,657000,
1987,108,2100,8600,6000,1,2018/07/04 11:00,2018/07/09 12:00,40,0,1,251000,
1987,152,2025,2200,675,0,2018/07/24 11:00,2018/07/31 09:00,120,0,1,275000,
1988,1,6200,5400,5500,0,2018/08/15 09:00,2018/08/22 01:00,120,0,1,854000,
1988,134,4600,2700,4000,1,2018/07/30 03:00,2018/08/03 07:00,60,0,1,283000,
1988,157,200,3600,4900,1,2018/07/25 15:00,2018/07/30 17:00,30,0,1,85000,
1988,51,8900,1800,8600,0,2018/08/08 16:00,2018/08/15 06:00,100,0,1,813000,
1989,36,8700,8900,9400,1,2018/07/30 05:00,2018/08/04 13:00,50,0,1,567000,
1989,162,600,4600,5300,0,2018/08/03 00:00,2018/08/08 11:00,30,0,1,106000,
1989,132,2600,2300,1600,0,2018/07/14 04:00,2018/07/20 15:00,40,0,1,113000,
1989,79,2000,6900,7800,0,2018/07/25 10:00,2018/07/29 19:00,20,0,1,121000,
1990,81,2700,3400,400,1,2018/07/04 07:00,2018/07/11 04:00,40,0,1,123000,
1990,126,4600,3500,2600,1,2018/08/06 00:00,2018/08/12 17:00,30,0,1,148000,
1990,172,3000,1200,1500,1,2018/07/31 20:00,2018/08/05 08:00,50,0,1,128000,
1991,173,775,1175,1000,0,2018/07/24 12:00,2018/07/29 08:00,30,0,1,35000,
1991,35,2000,2800,2300,1,2018/08/08 20:00,2018/08/13 20:00,60,0,1,179000,
1991,114,2800,5900,8100,0,2018/08/12 02:00,2018/08/17 16:00,50,5,1,299000,
1991,20,6600,3800,3900,1,2018/07/20 05:00,2018/07/26 22:00,150,4,1,946000,
1992,169,5700,4400,4500,0,2018/07/19 06:00,2018/07/23 19:00,40,5,1,257000,
1992,128,1900,1200,225,1,2018/07/06 12:00,2018/07/12 18:00,20,0,1,34000,
1992,1,4600,4500,7300,1,2018/08/02 15:00,2018/08/07 11:00,120,0,1,753000,
1992,19,2100,1900,8000,0,2018/07/21 02:00,2018/07/25 04:00,35,4,1,134000,
1993,137,4000,6300,4800,1,2018/08/03 15:00,2018/08/10 04:00,60,0,1,367000,
1993,85,2000,4200,4500,1,2018/08/05 07:00,2018/08/11 19:00,30,0,1,121000,
1993,67,2200,1000,6600,1,2018/07/05 13:00,2018/07/11 20:00,35,0,1,116000,
1993,111,1750,2375,1925,0,2018/08/07 07:00,2018/08/14 07:00,120,2,0.25,297000,
1993,95,720,320,180,0,2018/07/27 09:00,2018/07/31 18:00,100,1,0.1,59000,
1993,147,600,325,1100,0,2018/07/22 08:00,2018/07/26 15:00,20,0,1,15000,
1994,22,9600,8800,1600,0,2018/07/19 14:00,2018/07/25 22:00,1000,2,0.25,9602000,
1994,5,8800,5900,3000,0,2018/07/16 12:00,2018/07/21 11:00,140,0,1,1165000,
1994,123,3000,2200,1600,1,2018/08/11 19:00,2018/08/16 20:00,40,0,1,126000,
1994,83,3700,6100,5600,0,2018/08/02 23:00,2018/08/08 17:00,100,0,1,629000,
1995,39,100,5400,3900,1,2018/08/08 05:00,2018/08/12 06:00,40,0,1,132000,
1995,9,9800,5400,5300,1,2018/08/08 18:00,2018/08/14 04:00,110,0,1,1050000,
1995,140,1700,575,600,1,2018/08/01 20:00,2018/08/07 08:00,40,5,1,54000,
1995,85,6800,8800,1300,0,2018/08/13 22:00,2018/08/18 01:00,30,0,1,249000,
1996,180,800,7200,900,0,2018/07/29 12:00,2018/08/04 22:00,40,0,1,155000,
1996,160,400,6000,3800,0,2018/07/05 22:00,2018/07/12 07:00,25,0,1,95000,
1996,129,5300,7200,8800,1,2018/07/26 22:00,2018/08/02 05:00,160,2,0.25,1322000,
1997,36,6900,7100,6400,1,2018/07/23 10:00,2018/07/28 19:00,50,0,1,434000,
1997,32,3000,4100,8900,0,2018/07/11 02:00,2018/07/17 22:00,60,0,1,338000,
1997,7,8800,5300,800,1,2018/08/03 19:00,2018/08/10 12:00,100,0,1,754000,
1997,95,430,160,510,0,2018/07/18 02:00,2018/07/23 19:00,100,1,0.1,45000,
1997,125,7300,2300,9400,0,2018/07/04 19:00,2018/07/10 23:00,30,0,1,221000,
1997,62,1700,2200,8000,1,2018/08/06 09:00,2018/08/13 04:00,30,0,1,117000,
1997,143,600,1700,2700,1,2018/07/17 07:00,2018/07/22 18:00,60,0,1,103000,
1998,171,9100,8200,2500,0,2018/07/25 17:00,2018/07/31 13:00,240,2,0.25,2264000,
1998,133,8400,1700,400,0,2018/07/23 17:00,2018/07/30 05:00,60,0,1,349000,
1998,114,6500,800,4300,1,2018/07/27 09:00,2018/08/01 23:00,50,5,1,254000,
1998,132,10000,1700,9700,1,2018/07/21 20:00,2018/07/26 20:00,40,0,1,346000,
1998,179,9100,5500,4900,0,2018/07/22 16:00,2018/07/27 16:00,50,0,1,448000,
1999,91,840,700,780,0,2018/08/11 12:00,2018/08/16 00:00,10,5,1,10000,
1999,31,8300,7100,3800,1,2018/07/07 16:00,2018/07/11 17:00,180,0,1,1632000,
1999,119,1500,5000,2800,0,2018/07/28 11:00,2018/08/02 22:00,60,0,1,219000,
1999,101,8400,1700,7400,1,2018/08/05 18:00,2018/08/11 22:00,120,2,0.25,906000,
2000,180,8800,1600,6300,1,2018/07/31 17:00,2018/08/06 19:00,40,0,1,289000,
2000,99,6500,9500,7600,1,2018/07/26 20:00,2018/08/01 23:00,40,2,0.25,394000,
2000,179,5600,1600,4300,0,2018/07/21 21:00,2018/07/28 17:00,50,0,1,253000,
2000,143,8900,9800,9100,1,2018/07/14 06:00,2018/07/20 18:00,60,0,1,684000,
2000,47,9500,1300,6000,0,2018/07/28 13:00,2018/08/01 21:00,70,0,1,515000,
2001,123,8200,9200,5400,0,2018/08/09 21:00,2018/08/14 12:00,40,0,1,405000,
2001,52,3900,4400,1100,0,2018/07/13 20:00,2018/07/19 23:00,180,0,1,813000,
2001,129,5000,2900,2300,0,2018/08/09 03:00,2018/08/13 14:00,160,2,0.25,772000,
2001,12,6500,6900,8900,1,2018/08/11 08:00,2018/08/16 21:00,200,2,0.25,1758000,
2002,82,9900,1600,7600,0,2018/07/07 16:00,2018/07/14 01:00,100,0,1,832000,
2002,30,2200,7700,10000,1,2018/07/06 06:00,2018/07/11 22:00,120,0,1,829000,
2002,122,900,9000,1000,0,2018/08/10 10:00,2018/08/14 16:00,40,0,1,185000,
2002,124,1900,7100,2700,1,2018/08/15 19:00,2018/08/20 11:00,40,0,1,192000,
2003,107,6700,8300,1400,0,2018/08/03 12:00,2018/08/09 12:00,40,5,1,318000,
2003,108,6500,1100,9700,1,2018/07/06 15:00,2018/07/12 13:00,40,0,1,257000,
2003,180,5600,8700,7800,0,2018/07/04 07:00,2018/07/09 13:00,40,0,1,359000,
2003,144,8700,1100,6200,0,2018/07/04 02:00,2018/07/08 10:00,50,0,1,353000,
2003,41,6500,2900,7400,0,2018/07/21 18:00,2018/07/26 00:00,40,0,1,267000,
2004,6,200,6200,1500,1,2018/08/14 23:00,2018/08/21 09:00,140,0,1,448000,
2004,105,100,9500,9000,0,2018/08/15 22:00,2018/08/19 23:00,40,5,1,250000,
2004,78,6800,5700,5900,1,2018/07/25 11:00,2018/07/31 12:00,100,0,1,795000,
2004,165,4100,4600,4100,0,2018/07/23 01:00,2018/07/28 17:00,50,0,1,275000,
2005,134,2600,8600,7500,1,2018/07/15 22:00,2018/07/20 06:00,60,0,1,425000,
2005,175,4000,6500,8200,1,2018/08/16 19:00,2018/08/23 17:00,50,0,1,356000,
2005,165,3000,7200,3700,0,2018/07/26 05:00,2018/07/30 19:00,50,0,1,283000,
2005,12,3800,5700,1500,1,2018/08/06 13:00,2018/08/12 23:00,200,2,0.25,999000,
2005,51,1300,1300,7200,0,2018/07/19 17:00,2018/07/24 11:00,100,0,1,305000,
2005,96,390,940,670,1,2018/08/11 22:00,2018/08/17 08:00,200,1,0.1,163000,
2006,52,2300,7400,2300,1,2018/07/28 19:00,2018/08/03 10:00,180,0,1,922000,
2006,158,600,7800,2900,0,2018/08/10 13:00,2018/08/15 14:00,25,0,1,110000,
2006,121,8400,4900,7000,0,2018/08/07 22:00,2018/08/13 18:00,50,0,1,432000,
2007,63,6100,4600,5000,0,2018/08/06 13:00,2018/08/12 12:00,30,5,1,205000,
2007,153,9200,1300,900,1,2018/08/16 09:00,2018/08/21 23:00,240,2,0.25,1473000,
2007,51,4500,2800,200,0,2018/07/18 13:00,2018/07/23 21:00,100,0,1,395000,
2007,163,750,25,2100,1,2018/08/13 04:00,2018/08/18 04:00,25,0,1,23000,
2008,86,1500,3000,2100,0,2018/07/21 22:00,2018/07/27 13:00,30,0,1,80000,
2008,74,4200,2100,2100,0,2018/08/02 14:00,2018/08/08 11:00,40,0,1,153000,
2008,31,7400,3700,6900,0,2018/08/03 23:00,2018/08/10 12:00,180,0,1,1371000,
2008,167,400,5300,7500,0,2018/08/11 19:00,2018/08/17 20:00,40,0,1,176000,
2009,60,2075,2200,1225,1,2018/07/29 09:00,2018/08/03 04:00,20,0,1,49000,
2009,12,1500,1000,4000,1,2018/08/06 18:00,2018/08/12 03:00,200,2,0.25,457000,
2009,142,4400,100,5100,0,2018/08/01 21:00,2018/08/08 11:00,160,2,0.25,611000,
2009,165,6800,1000,700,0,2018/07/17 17:00,2018/07/23 17:00,50,0,1,228000,
2009,80,4400,4200,6300,0,2018/07/11 10:00,2018/07/18 05:00,40,0,1,237000,
2009,91,650,400,90,0,2018/08/07 01:00,2018/08/11 21:00,10,5,1,5000,
2010,45,400,7600,1300,1,2018/07/30 00:00,2018/08/04 19:00,60,0,1,227000,
2010,103,7700,4700,7500,1,2018/08/11 02:00,2018/08/15 04:00,30,0,1,253000,
2010,26,8500,1100,4200,1,2018/08/15 10:00,2018/08/19 19:00,280,0,1,1819000,
2010,145,6400,1700,7600,1,2018/07/12 20:00,2018/07/19 01:00,40,0,1,245000,
2010,35,9800,6200,9400,0,2018/08/07 21:00,2018/08/14 07:00,60,0,1,638000,
2011,84,9500,5700,3800,1,2018/07/20 06:00,2018/07/25 03:00,30,0,1,262000,
