orderid,farmer_id,food,Cost,transport,A,B,C,date_harvest,date_deliver,image_path,pre_img_val,rank_in_q
8530,2131,75,326000,1,8000,2500,3300,2018-08-17 01:00:00,2018-08-21 23:00:00,NULL,NULL,NULL
8531,2131,67,201000,0,4400,4300,5800,2018-07-11 23:00:00,2018-07-17 12:00:00,NULL,NULL,NULL
8532,2131,57,72000,1,175,1350,2175,2018-07-11 21:00:00,2018-07-16 10:00:00,NULL,NULL,NULL
8533,2132,139,26000,1,3900,7300,4500,2018-08-08 21:00:00,2018-08-14 12:00:00,NULL,NULL,NULL
8534,2132,65,55000,1,2300,2200,2050,2018-07-27 06:00:00,2018-08-02 16:00:00,NULL,NULL,NULL
8535,2132,57,53000,0,325,1075,975,2018-07-27 00:00:00,2018-07-31 04:00:00,NULL,NULL,NULL
8536,2133,114,163000,1,2600,300,6900,2018-07-21 15:00:00,2018-07-27 09:00:00,NULL,NULL,NULL
8537,2133,22,11294000,1,9500,9400,7700,2018-07-21 17:00:00,2018-07-27 07:00:00,NULL,NULL,NULL
8538,2133,176,52000,1,1200,1050,725,2018-08-13 21:00:00,2018-08-20 18:00:00,NULL,NULL,NULL
8539,2133,120,48000,1,800,1400,1400,2018-08-06 10:00:00,2018-08-11 04:00:00,NULL,NULL,NULL
8540,2134,129,451000,1,1500,1600,5200,2018-07-11 15:00:00,2018-07-18 12:00:00,NULL,NULL,NULL
8541,2134,14,238000,0,4800,6100,9800,2018-07-15 23:00:00,2018-07-22 09:00:00,NULL,NULL,NULL
8542,2134,55,111000,1,1075,1975,1550,2018-07-18 23:00:00,2018-07-24 12:00:00,NULL,NULL,NULL
8543,2135,157,320000,1,9400,9400,5300,2018-07-28 04:00:00,2018-08-04 02:00:00,NULL,NULL,NULL
8544,2135,151,676000,0,5500,4400,7500,2018-07-27 03:00:00,2018-08-02 00:00:00,NULL,NULL,NULL
8545,2135,164,929000,1,5700,9400,7000,2018-08-12 09:00:00,2018-08-18 06:00:00,NULL,NULL,NULL
8546,2135,65,41000,1,1050,2075,2375,2018-07-12 14:00:00,2018-07-17 07:00:00,NULL,NULL,NULL
8547,2136,85,106000,0,1600,4600,2500,2018-08-06 16:00:00,2018-08-10 18:00:00,NULL,NULL,NULL
8548,2136,128,28000,1,925,975,2000,2018-08-05 10:00:00,2018-08-10 07:00:00,NULL,NULL,NULL
8549,2136,51,323000,0,4300,700,1600,2018-07-14 14:00:00,2018-07-19 08:00:00,NULL,NULL,NULL
8550,2137,160,129000,1,6100,1100,5000,2018-08-01 10:00:00,2018-08-07 11:00:00,NULL,NULL,NULL
8551,2137,161,213000,0,5700,6400,3900,2018-07-19 23:00:00,2018-07-26 08:00:00,NULL,NULL,NULL
8552,2137,178,407000,0,8000,8100,8600,2018-08-11 01:00:00,2018-08-17 20:00:00,NULL,NULL,NULL
8553,2137,3,474000,0,1400,9100,4600,2018-08-11 08:00:00,2018-08-17 22:00:00,NULL,NULL,NULL
8554,2138,19,356000,1,7400,9200,8000,2018-08-16 16:00:00,2018-08-22 03:00:00,NULL,NULL,NULL
8555,2138,59,277000,0,4200,8200,4200,2018-07-24 21:00:00,2018-07-28 22:00:00,NULL,NULL,NULL
8556,2138,122,312000,1,8500,1300,9900,2018-07-16 15:00:00,2018-07-21 23:00:00,NULL,NULL,NULL
8557,2139,91,6000,1,260,750,930,2018-08-09 02:00:00,2018-08-14 09:00:00,NULL,NULL,NULL
8558,2139,3,635000,1,4100,7600,9200,2018-08-02 15:00:00,2018-08-07 23:00:00,NULL,NULL,NULL
8559,2139,69,171000,0,3100,3700,300,2018-08-03 01:00:00,2018-08-07 08:00:00,NULL,NULL,NULL
8560,2139,52,988000,0,2200,4900,9400,2018-07-25 02:00:00,2018-07-31 23:00:00,NULL,NULL,NULL
8561,2139,176,54000,1,900,1850,50,2018-07-12 04:00:00,2018-07-17 18:00:00,NULL,NULL,NULL
8562,2140,29,542000,1,5100,4100,2900,2018-07-16 08:00:00,2018-07-22 02:00:00,NULL,NULL,NULL
8563,2140,59,81000,0,1600,1900,1100,2018-07-06 03:00:00,2018-07-10 23:00:00,NULL,NULL,NULL
8564,2140,109,224000,1,1900,5000,9500,2018-07-19 07:00:00,2018-07-23 12:00:00,NULL,NULL,NULL
8565,2140,30,852000,0,4500,6800,6200,2018-07-16 00:00:00,2018-07-22 23:00:00,NULL,NULL,NULL
8566,2141,126,236000,1,3900,9700,5600,2018-07-28 20:00:00,2018-08-04 02:00:00,NULL,NULL,NULL
8567,2141,43,673000,1,7900,5200,6300,2018-07-15 19:00:00,2018-07-20 16:00:00,NULL,NULL,NULL
8568,2141,82,175000,0,1700,1500,400,2018-08-08 19:00:00,2018-08-12 21:00:00,NULL,NULL,NULL
8569,2141,142,748000,0,2800,6700,800,2018-07-25 03:00:00,2018-08-01 03:00:00,NULL,NULL,NULL
8570,2141,119,428000,1,7100,5100,2600,2018-07-12 04:00:00,2018-07-18 23:00:00,NULL,NULL,NULL
8571,2142,114,506000,0,7900,9800,4700,2018-07-24 05:00:00,2018-07-31 01:00:00,NULL,NULL,NULL
8572,2142,39,239000,1,2900,8200,3600,2018-08-12 21:00:00,2018-08-17 16:00:00,NULL,NULL,NULL
8573,2142,148,841000,0,8600,8200,7900,2018-08-08 06:00:00,2018-08-14 01:00:00,NULL,NULL,NULL
8574,2142,71,339000,0,6900,5400,9800,2018-08-17 13:00:00,2018-08-22 00:00:00,NULL,NULL,NULL
8575,2143,5,1455000,0,9300,7200,7800,2018-07-04 17:00:00,2018-07-11 13:00:00,NULL,NULL,NULL
8576,2143,109,223000,1,5700,3900,1800,2018-07-14 15:00:00,2018-07-19 20:00:00,NULL,NULL,NULL
8577,2143,27,455000,0,7800,700,4100,2018-07-24 16:00:00,2018-07-31 05:00:00,NULL,NULL,NULL
8578,2143,36,463000,0,9200,4600,7600,2018-07-29 02:00:00,2018-08-04 16:00:00,NULL,NULL,NULL
8579,2144,169,153000,0,3800,100,7100,2018-07-25 20:00:00,2018-08-01 15:00:00,NULL,NULL,NULL
8580,2144,87,167000,1,3600,9100,3100,2018-07-09 11:00:00,2018-07-16 07:00:00,NULL,NULL,NULL
8581,2144,149,327000,1,3900,7000,4700,2018-07-11 12:00:00,2018-07-17 14:00:00,NULL,NULL,NULL
8582,2144,129,1054000,0,10000,200,2700,2018-07-28 05:00:00,2018-08-01 22:00:00,NULL,NULL,NULL
8583,2144,28,612000,0,1700,5800,6500,2018-07-10 07:00:00,2018-07-16 08:00:00,NULL,NULL,NULL
8584,2145,32,134000,1,1300,2100,2600,2018-07-08 12:00:00,2018-07-13 23:00:00,NULL,NULL,NULL
8585,2145,68,508000,1,8800,10000,1800,2018-07-27 09:00:00,2018-08-02 19:00:00,NULL,NULL,NULL
8586,2145,27,456000,1,4800,5500,1500,2018-07-16 01:00:00,2018-07-20 17:00:00,NULL,NULL,NULL
8587,2145,128,34000,0,1125,1875,975,2018-07-20 10:00:00,2018-07-25 09:00:00,NULL,NULL,NULL
8588,2146,69,236000,0,3000,5400,2800,2018-08-17 09:00:00,2018-08-22 09:00:00,NULL,NULL,NULL
8589,2146,1,747000,0,2700,7700,6000,2018-07-10 11:00:00,2018-07-16 01:00:00,NULL,NULL,NULL
8590,2146,46,415000,1,9100,6500,9000,2018-08-07 16:00:00,2018-08-12 18:00:00,NULL,NULL,NULL
8591,2146,145,414000,1,9800,4900,9700,2018-07-19 06:00:00,2018-07-25 18:00:00,NULL,NULL,NULL
8592,2146,7,462000,1,4900,2700,2000,2018-07-31 05:00:00,2018-08-06 12:00:00,NULL,NULL,NULL
8593,2147,30,913000,1,6200,7300,3300,2018-07-14 13:00:00,2018-07-20 12:00:00,NULL,NULL,NULL
8594,2147,21,105000,1,2325,1475,275,2018-08-07 08:00:00,2018-08-13 11:00:00,NULL,NULL,NULL
8595,2147,110,117000,0,1300,2475,2275,2018-07-23 04:00:00,2018-07-28 00:00:00,NULL,NULL,NULL
8596,2147,10,151000,0,450,1575,2500,2018-07-04 05:00:00,2018-07-09 14:00:00,NULL,NULL,NULL
8597,2147,81,191000,0,1800,6600,4100,2018-08-11 16:00:00,2018-08-16 16:00:00,NULL,NULL,NULL
8598,2148,119,162000,0,3300,400,2800,2018-07-07 05:00:00,2018-07-11 17:00:00,NULL,NULL,NULL
8599,2148,142,606000,0,3400,3600,600,2018-08-17 13:00:00,2018-08-23 14:00:00,NULL,NULL,NULL
8600,2148,28,654000,0,4200,1600,9700,2018-07-20 05:00:00,2018-07-24 16:00:00,NULL,NULL,NULL
8601,2149,178,369000,1,8800,8200,2900,2018-07-08 10:00:00,2018-07-14 11:00:00,NULL,NULL,NULL
8602,2149,48,592000,1,1600,7700,6300,2018-08-01 13:00:00,2018-08-05 21:00:00,NULL,NULL,NULL
8603,2149,107,290000,1,7500,3400,5300,2018-08-01 04:00:00,2018-08-05 05:00:00,NULL,NULL,NULL
8604,2150,156,149000,1,400,7300,6900,2018-07-17 14:00:00,2018-07-23 09:00:00,NULL,NULL,NULL
8605,2150,24,929000,0,3800,7100,9500,2018-07-21 10:00:00,2018-07-25 13:00:00,NULL,NULL,NULL
8606,2150,150,269000,1,3900,7600,4500,2018-08-09 11:00:00,2018-08-15 03:00:00,NULL,NULL,NULL
8607,2150,4,648000,0,600,3000,7500,2018-08-07 10:00:00,2018-08-12 02:00:00,NULL,NULL,NULL
8608,2150,96,133000,1,470,670,420,2018-08-01 08:00:00,2018-08-05 12:00:00,NULL,NULL,NULL
8609,2150,17,2395000,0,8500,9600,4000,2018-07-15 19:00:00,2018-07-21 23:00:00,NULL,NULL,NULL
8610,2151,15,410000,0,7000,9900,8600,2018-07-24 13:00:00,2018-07-29 01:00:00,NULL,NULL,NULL
8611,2151,151,750000,0,9500,3900,1300,2018-07-08 05:00:00,2018-07-13 03:00:00,NULL,NULL,NULL
8612,2151,180,254000,1,6100,3300,5500,2018-07-17 16:00:00,2018-07-22 03:00:00,NULL,NULL,NULL
8613,2152,138,472000,1,8900,3900,4100,2018-08-12 06:00:00,2018-08-17 14:00:00,NULL,NULL,NULL
8614,2152,64,512000,1,5100,8100,8400,2018-07-24 19:00:00,2018-07-28 20:00:00,NULL,NULL,NULL
8615,2152,141,326000,1,1125,1725,800,2018-08-01 17:00:00,2018-08-06 19:00:00,NULL,NULL,NULL
8616,2152,68,350000,1,5900,3700,8200,2018-07-23 07:00:00,2018-07-29 21:00:00,NULL,NULL,NULL
8617,2152,27,428000,0,900,8600,4000,2018-07-30 20:00:00,2018-08-05 04:00:00,NULL,NULL,NULL
8618,2153,5,1428000,0,8500,9900,3000,2018-07-07 15:00:00,2018-07-13 06:00:00,NULL,NULL,NULL
8619,2153,45,501000,0,5900,8400,6100,2018-07-18 18:00:00,2018-07-24 07:00:00,NULL,NULL,NULL
8620,2153,139,35000,0,8500,6700,3800,2018-07-24 01:00:00,2018-07-30 23:00:00,NULL,NULL,NULL
8621,2153,175,272000,0,4500,4100,4100,2018-07-27 10:00:00,2018-08-03 07:00:00,NULL,NULL,NULL
8622,2153,174,522000,0,2100,1600,1200,2018-07-07 03:00:00,2018-07-11 09:00:00,NULL,NULL,NULL
8623,2154,140,48000,0,1600,250,775,2018-07-10 08:00:00,2018-07-14 14:00:00,NULL,NULL,NULL
8624,2154,13,378000,1,5100,2300,10000,2018-07-28 19:00:00,2018-08-02 08:00:00,NULL,NULL,NULL
8625,2154,47,693000,0,7700,7800,7800,2018-07-05 23:00:00,2018-07-10 23:00:00,NULL,NULL,NULL
8626,2155,176,94000,1,2500,2050,175,2018-07-30 19:00:00,2018-08-06 18:00:00,NULL,NULL,NULL
8627,2155,135,80000,1,1550,2225,350,2018-07-25 00:00:00,2018-07-31 20:00:00,NULL,NULL,NULL
8628,2155,154,103000,1,3300,3000,900,2018-08-01 14:00:00,2018-08-08 12:00:00,NULL,NULL,NULL
8629,2156,63,160000,0,2900,6400,3800,2018-07-08 04:00:00,2018-07-12 20:00:00,NULL,NULL,NULL
8630,2156,114,167000,0,700,1600,9300,2018-07-22 23:00:00,2018-07-28 19:00:00,NULL,NULL,NULL
8631,2156,165,222000,1,1000,7100,2800,2018-07-10 05:00:00,2018-07-16 06:00:00,NULL,NULL,NULL
8632,2156,71,322000,0,8100,3600,6600,2018-07-31 01:00:00,2018-08-05 10:00:00,NULL,NULL,NULL
8633,2156,143,643000,1,9800,9800,3100,2018-07-14 12:00:00,2018-07-19 05:00:00,NULL,NULL,NULL
8634,2157,148,619000,0,9300,1000,8800,2018-07-19 07:00:00,2018-07-26 06:00:00,NULL,NULL,NULL
8635,2157,100,63000,0,75,2275,2300,2018-07-13 17:00:00,2018-07-18 19:00:00,NULL,NULL,NULL
8636,2157,70,356000,0,4700,600,8800,2018-08-04 23:00:00,2018-08-10 17:00:00,NULL,NULL,NULL
8637,2157,180,268000,0,4300,7100,4800,2018-07-23 08:00:00,2018-07-28 04:00:00,NULL,NULL,NULL
8638,2158,152,378000,1,2425,2500,2425,2018-07-23 06:00:00,2018-07-28 23:00:00,NULL,NULL,NULL
8639,2158,13,457000,0,9500,2300,5100,2018-08-03 10:00:00,2018-08-10 07:00:00,NULL,NULL,NULL
8640,2158,166,438000,0,5900,8600,7500,2018-08-10 05:00:00,2018-08-14 10:00:00,NULL,NULL,NULL
8641,2158,81,324000,1,5900,7000,7300,2018-07-24 13:00:00,2018-07-29 00:00:00,NULL,NULL,NULL
8642,2159,120,302000,0,9100,4600,4900,2018-07-04 08:00:00,2018-07-09 04:00:00,NULL,NULL,NULL
8643,2159,173,59000,0,625,2275,2500,2018-07-20 19:00:00,2018-07-27 14:00:00,NULL,NULL,NULL
8644,2159,84,250000,0,7400,7800,2400,2018-08-05 14:00:00,2018-08-11 02:00:00,NULL,NULL,NULL
8645,2159,8,210000,1,1200,2800,1800,2018-07-23 09:00:00,2018-07-29 05:00:00,NULL,NULL,NULL
8646,2160,27,320000,1,3900,2600,2900,2018-07-20 14:00:00,2018-07-25 07:00:00,NULL,NULL,NULL
8647,2160,22,8246000,0,6900,5200,7600,2018-08-07 07:00:00,2018-08-13 04:00:00,NULL,NULL,NULL
8648,2160,39,195000,0,5500,1700,4000,2018-08-05 05:00:00,2018-08-09 20:00:00,NULL,NULL,NULL
8649,2160,142,793000,0,3600,3100,6100,2018-07-28 03:00:00,2018-08-01 10:00:00,NULL,NULL,NULL
8650,2161,106,197000,1,8000,7500,8800,2018-07-04 06:00:00,2018-07-08 11:00:00,NULL,NULL,NULL
8651,2161,38,241000,1,4900,2600,200,2018-08-16 01:00:00,2018-08-23 00:00:00,NULL,NULL,NULL
8652,2161,177,645000,0,7800,5800,5000,2018-08-07 13:00:00,2018-08-14 02:00:00,NULL,NULL,NULL
8653,2161,9,685000,1,400,8600,9300,2018-07-10 00:00:00,2018-07-16 12:00:00,NULL,NULL,NULL
8654,2161,38,503000,1,9500,3400,6200,2018-08-15 17:00:00,2018-08-22 06:00:00,NULL,NULL,NULL
8655,2162,98,163000,0,1350,1750,2000,2018-07-19 02:00:00,2018-07-25 18:00:00,NULL,NULL,NULL
8656,2162,141,178000,0,25,1300,1275,2018-07-24 06:00:00,2018-07-30 07:00:00,NULL,NULL,NULL
8657,2162,83,952000,0,7900,9300,3400,2018-08-09 08:00:00,2018-08-16 00:00:00,NULL,NULL,NULL
8658,2163,23,1138000,0,9300,700,8600,2018-07-05 16:00:00,2018-07-10 11:00:00,NULL,NULL,NULL
8659,2163,115,218000,1,4300,3000,7500,2018-07-06 09:00:00,2018-07-10 17:00:00,NULL,NULL,NULL
8660,2163,53,249000,1,200,1500,4300,2018-07-23 23:00:00,2018-07-28 00:00:00,NULL,NULL,NULL
8661,2164,58,699000,1,4000,3500,8700,2018-08-05 20:00:00,2018-08-12 00:00:00,NULL,NULL,NULL
8662,2164,152,154000,0,375,1725,1300,2018-07-20 14:00:00,2018-07-25 08:00:00,NULL,NULL,NULL
8663,2164,122,213000,0,4500,4000,3700,2018-08-11 00:00:00,2018-08-15 10:00:00,NULL,NULL,NULL
8664,2164,161,230000,1,7400,2100,9800,2018-07-13 07:00:00,2018-07-19 02:00:00,NULL,NULL,NULL
8665,2164,29,892000,1,6500,9200,5500,2018-07-14 22:00:00,2018-07-21 00:00:00,NULL,NULL,NULL
8666,2165,135,42000,1,300,1525,850,2018-08-03 05:00:00,2018-08-08 11:00:00,NULL,NULL,NULL
8667,2165,96,183000,0,740,710,660,2018-07-24 09:00:00,2018-07-31 05:00:00,NULL,NULL,NULL
8668,2165,73,276000,1,3900,8500,4100,2018-08-01 13:00:00,2018-08-07 08:00:00,NULL,NULL,NULL
8669,2165,159,138000,0,2000,8200,3500,2018-08-05 06:00:00,2018-08-10 09:00:00,NULL,NULL,NULL
8670,2166,7,571000,1,1400,6300,9400,2018-07-27 20:00:00,2018-08-02 13:00:00,NULL,NULL,NULL
8671,2166,127,273000,1,5200,7900,1900,2018-08-16 11:00:00,2018-08-22 23:00:00,NULL,NULL,NULL
8672,2166,98,89000,0,1450,375,375,2018-07-22 16:00:00,2018-07-27 04:00:00,NULL,NULL,NULL
8673,2167,162,230000,0,7400,4900,4500,2018-07-14 11:00:00,2018-07-21 09:00:00,NULL,NULL,NULL
8674,2167,112,374000,1,825,1975,750,2018-07-13 04:00:00,2018-07-19 05:00:00,NULL,NULL,NULL
8675,2167,178,191000,1,1800,8600,200,2018-07-04 04:00:00,2018-07-11 00:00:00,NULL,NULL,NULL
8676,2167,141,296000,1,1400,700,1450,2018-07-28 12:00:00,2018-08-03 08:00:00,NULL,NULL,NULL
8677,2168,34,610000,0,8200,5100,2000,2018-07-05 09:00:00,2018-07-12 05:00:00,NULL,NULL,NULL
8678,2168,82,915000,0,6100,8100,9200,2018-08-05 20:00:00,2018-08-10 14:00:00,NULL,NULL,NULL
8679,2168,105,238000,1,3200,5400,6900,2018-08-08 12:00:00,2018-08-14 10:00:00,NULL,NULL,NULL
8680,2169,91,5000,0,740,90,250,2018-08-11 09:00:00,2018-08-17 20:00:00,NULL,NULL,NULL
8681,2169,161,85000,0,400,900,9700,2018-07-21 20:00:00,2018-07-28 05:00:00,NULL,NULL,NULL
8682,2169,120,194000,1,5400,3500,4000,2018-07-27 17:00:00,2018-08-02 15:00:00,NULL,NULL,NULL
8683,2170,86,174000,1,8100,2200,100,2018-08-17 13:00:00,2018-08-21 21:00:00,NULL,NULL,NULL
8684,2170,26,1427000,1,5300,1500,5400,2018-07-04 10:00:00,2018-07-11 06:00:00,NULL,NULL,NULL
8685,2170,145,346000,0,7500,5800,8300,2018-08-08 05:00:00,2018-08-14 04:00:00,NULL,NULL,NULL
8686,2170,30,972000,0,7000,9000,500,2018-07-30 13:00:00,2018-08-05 22:00:00,NULL,NULL,NULL
8687,2170,104,80000,1,6800,6400,6100,2018-07-12 21:00:00,2018-07-19 13:00:00,NULL,NULL,NULL
8688,2170,166,340000,0,3800,6700,7200,2018-08-08 01:00:00,2018-08-12 02:00:00,NULL,NULL,NULL
8689,2171,17,1806000,0,9500,1800,5200,2018-08-07 05:00:00,2018-08-12 08:00:00,NULL,NULL,NULL
8690,2171,126,104000,1,1100,5000,2800,2018-07-24 13:00:00,2018-07-29 21:00:00,NULL,NULL,NULL
8691,2171,34,454000,1,2300,8400,2300,2018-07-14 04:00:00,2018-07-19 09:00:00,NULL,NULL,NULL
8692,2171,148,490000,0,5100,2400,8300,2018-07-09 23:00:00,2018-07-16 10:00:00,NULL,NULL,NULL
8693,2172,4,1290000,1,8800,1500,4600,2018-07-11 10:00:00,2018-07-16 12:00:00,NULL,NULL,NULL
8694,2172,18,139000,0,2600,1400,8200,2018-07-08 00:00:00,2018-07-13 13:00:00,NULL,NULL,NULL
8695,2172,51,721000,1,5900,5300,5500,2018-07-04 23:00:00,2018-07-10 10:00:00,NULL,NULL,NULL
8696,2172,54,792000,0,8100,6700,600,2018-07-16 15:00:00,2018-07-23 03:00:00,NULL,NULL,NULL
8697,2172,23,1117000,0,7300,7000,200,2018-07-18 19:00:00,2018-07-25 12:00:00,NULL,NULL,NULL
8698,2173,119,249000,1,3400,2000,5300,2018-07-05 15:00:00,2018-07-12 09:00:00,NULL,NULL,NULL
8699,2173,31,1450000,1,4300,7800,8900,2018-08-16 02:00:00,2018-08-21 10:00:00,NULL,NULL,NULL
8700,2173,152,184000,1,725,2250,675,2018-08-03 03:00:00,2018-08-09 13:00:00,NULL,NULL,NULL
8701,2174,5,737000,0,2300,4700,7500,2018-08-05 22:00:00,2018-08-12 08:00:00,NULL,NULL,NULL
8702,2174,14,285000,1,5700,8800,9000,2018-07-28 16:00:00,2018-08-02 17:00:00,NULL,NULL,NULL
8703,2174,11,342000,1,375,950,1975,2018-08-05 03:00:00,2018-08-09 06:00:00,NULL,NULL,NULL
8704,2174,96,164000,1,630,550,840,2018-07-04 04:00:00,2018-07-10 23:00:00,NULL,NULL,NULL
8705,2174,71,286000,1,6500,2400,10000,2018-08-01 17:00:00,2018-08-08 07:00:00,NULL,NULL,NULL
8706,2175,11,666000,1,2050,1700,450,2018-07-08 08:00:00,2018-07-13 21:00:00,NULL,NULL,NULL
8707,2175,28,953000,1,9400,1000,9300,2018-07-04 23:00:00,2018-07-11 14:00:00,NULL,NULL,NULL
8708,2175,180,316000,1,9700,5000,400,2018-07-12 18:00:00,2018-07-18 16:00:00,NULL,NULL,NULL
8709,2175,3,777000,1,9400,9100,1400,2018-07-14 23:00:00,2018-07-19 09:00:00,NULL,NULL,NULL
8710,2175,129,1419000,1,9700,2300,9700,2018-08-12 02:00:00,2018-08-16 03:00:00,NULL,NULL,NULL
8711,2176,81,179000,0,2500,2600,8200,2018-07-10 19:00:00,2018-07-15 16:00:00,NULL,NULL,NULL
8712,2176,83,675000,0,9600,2400,900,2018-07-31 22:00:00,2018-08-06 02:00:00,NULL,NULL,NULL
8713,2176,90,116000,1,2600,4500,9300,2018-07-23 14:00:00,2018-07-30 01:00:00,NULL,NULL,NULL
8714,2177,121,412000,0,4700,7800,9400,2018-08-10 03:00:00,2018-08-14 14:00:00,NULL,NULL,NULL
8715,2177,81,211000,1,8400,600,700,2018-07-20 08:00:00,2018-07-25 11:00:00,NULL,NULL,NULL
8716,2177,166,430000,0,9200,6400,2600,2018-08-07 20:00:00,2018-08-13 20:00:00,NULL,NULL,NULL
8717,2178,57,116000,0,1675,1000,2475,2018-07-06 16:00:00,2018-07-13 02:00:00,NULL,NULL,NULL
8718,2178,133,288000,0,4400,4600,800,2018-08-10 01:00:00,2018-08-16 19:00:00,NULL,NULL,NULL
8719,2178,46,222000,1,3200,7900,900,2018-07-26 03:00:00,2018-08-01 06:00:00,NULL,NULL,NULL
8720,2178,27,563000,1,2700,8200,8400,2018-07-12 01:00:00,2018-07-16 09:00:00,NULL,NULL,NULL
8721,2178,116,251000,1,2500,8500,4100,2018-08-01 16:00:00,2018-08-05 21:00:00,NULL,NULL,NULL
8722,2179,140,15000,1,375,325,100,2018-07-26 13:00:00,2018-08-01 14:00:00,NULL,NULL,NULL
8723,2179,27,202000,0,1800,100,6400,2018-08-10 19:00:00,2018-08-16 01:00:00,NULL,NULL,NULL
8724,2179,125,115000,1,2600,1600,6900,2018-07-23 10:00:00,2018-07-27 19:00:00,NULL,NULL,NULL
8725,2180,20,1399000,0,7700,7000,7000,2018-07-22 05:00:00,2018-07-27 16:00:00,NULL,NULL,NULL
8726,2180,57,108000,0,1800,575,2150,2018-08-10 12:00:00,2018-08-16 04:00:00,NULL,NULL,NULL
8727,2180,16,56000,1,1175,1850,1725,2018-08-07 13:00:00,2018-08-14 02:00:00,NULL,NULL,NULL
8728,2181,139,24000,0,7500,2000,3500,2018-08-02 05:00:00,2018-08-08 18:00:00,NULL,NULL,NULL
8729,2181,91,7000,0,800,320,630,2018-07-08 18:00:00,2018-07-13 15:00:00,NULL,NULL,NULL
8730,2181,64,277000,1,1200,5000,7700,2018-07-08 14:00:00,2018-07-14 06:00:00,NULL,NULL,NULL
8731,2181,53,858000,0,2800,6800,5900,2018-08-02 06:00:00,2018-08-07 18:00:00,NULL,NULL,NULL
8732,2182,116,286000,0,7800,1600,7500,2018-07-17 22:00:00,2018-07-24 04:00:00,NULL,NULL,NULL
8733,2182,130,312000,1,5500,6100,7900,2018-08-02 22:00:00,2018-08-08 09:00:00,NULL,NULL,NULL
8734,2182,131,215000,1,6000,1400,400,2018-07-13 06:00:00,2018-07-17 17:00:00,NULL,NULL,NULL
8735,2183,118,255000,1,4700,7400,2200,2018-07-07 20:00:00,2018-07-12 05:00:00,NULL,NULL,NULL
8736,2183,7,619000,0,6000,3800,3800,2018-08-01 19:00:00,2018-08-08 13:00:00,NULL,NULL,NULL
8737,2183,51,430000,0,3800,100,8600,2018-07-12 20:00:00,2018-07-18 19:00:00,NULL,NULL,NULL
8738,2184,157,187000,0,7500,600,6200,2018-07-15 17:00:00,2018-07-21 07:00:00,NULL,NULL,NULL
8739,2184,126,100000,1,4500,800,1800,2018-07-20 16:00:00,2018-07-26 12:00:00,NULL,NULL,NULL
8740,2184,75,479000,1,7700,9400,4500,2018-08-13 10:00:00,2018-08-19 05:00:00,NULL,NULL,NULL
8741,2184,131,409000,1,6700,5500,8200,2018-08-05 16:00:00,2018-08-10 13:00:00,NULL,NULL,NULL
8742,2184,18,194000,0,2300,6900,5400,2018-07-16 12:00:00,2018-07-22 23:00:00,NULL,NULL,NULL
8743,2185,79,106000,0,3700,4000,6100,2018-08-02 09:00:00,2018-08-06 12:00:00,NULL,NULL,NULL
8744,2185,70,418000,1,1500,8100,7200,2018-08-12 20:00:00,2018-08-17 16:00:00,NULL,NULL,NULL
8745,2185,3,639000,1,7300,3400,9200,2018-07-05 17:00:00,2018-07-12 01:00:00,NULL,NULL,NULL
8746,2186,49,476000,0,7600,6300,3700,2018-08-05 10:00:00,2018-08-11 12:00:00,NULL,NULL,NULL
8747,2186,68,171000,1,2000,900,8200,2018-08-08 06:00:00,2018-08-12 08:00:00,NULL,NULL,NULL
8748,2186,30,716000,0,6600,3300,2300,2018-07-25 00:00:00,2018-07-30 11:00:00,NULL,NULL,NULL
8749,2186,82,1016000,1,6400,9900,9900,2018-08-07 21:00:00,2018-08-12 03:00:00,NULL,NULL,NULL
8750,2187,163,24000,1,200,1525,850,2018-08-03 05:00:00,2018-08-07 15:00:00,NULL,NULL,NULL
8751,2187,25,277000,1,1600,1000,2700,2018-08-04 04:00:00,2018-08-09 06:00:00,NULL,NULL,NULL
8752,2187,33,872000,0,6000,8200,6800,2018-08-15 10:00:00,2018-08-22 04:00:00,NULL,NULL,NULL
8753,2187,162,97000,1,3600,900,3400,2018-07-06 06:00:00,2018-07-11 00:00:00,NULL,NULL,NULL
8754,2187,55,37000,1,575,150,1000,2018-08-13 04:00:00,2018-08-18 15:00:00,NULL,NULL,NULL
8755,2188,9,966000,1,7800,8400,1700,2018-08-10 20:00:00,2018-08-16 17:00:00,NULL,NULL,NULL
8756,2188,121,423000,0,7500,6900,5000,2018-07-31 15:00:00,2018-08-06 21:00:00,NULL,NULL,NULL
8757,2188,134,557000,0,8100,7700,4800,2018-07-14 23:00:00,2018-07-20 18:00:00,NULL,NULL,NULL
8758,2188,145,289000,1,8900,2700,3900,2018-08-08 15:00:00,2018-08-14 09:00:00,NULL,NULL,NULL
8759,2189,154,195000,1,2700,7200,8100,2018-07-27 01:00:00,2018-08-02 17:00:00,NULL,NULL,NULL
8760,2189,21,99000,0,2225,975,1050,2018-07-31 06:00:00,2018-08-04 12:00:00,NULL,NULL,NULL
8761,2189,8,598000,0,100,9900,9300,2018-07-17 15:00:00,2018-07-23 01:00:00,NULL,NULL,NULL
8762,2189,25,1378000,1,9800,6000,7300,2018-08-02 19:00:00,2018-08-06 20:00:00,NULL,NULL,NULL
